sersic_n,sersic_r_eff,sersic_amplitude,sersic_total_flux_99,sersic_r_99,sersic_r_20,sersic_r_80,sersic_c2080,corr_eta,corr_epsilon,corr_r_petrosian,corr_r_half_light,corr_r_total_flux,corr_total_flux,corr_r_20,corr_r_80,corr_c2080,uncorr_eta,uncorr_epsilon,uncorr_r_petrosian,uncorr_r_half_light,uncorr_r_total_flux,uncorr_total_flux,uncorr_r_20,uncorr_r_80,uncorr_c2080
4.9,50,1,62513.232737919556,1334.3452646591993,12.18457918135588,172.32767940130475,5.7527225259976165,0.2,16.59191788080286,80.4214,49.01428228348817,1334.3452646591993,61888.0988002792,12.184188505822924,172.32812275471437,5.752797737893309,0.2,2,80.4214,31.75323154804145,160.8428,48648.75499438509,9.13583820958901,81.41774925623534,4.749853462694222
4.95,50,1,62822.30690817624,1358.7371912136919,12.10402079759285,173.43156181728304,5.780992369312161,0.2,17.019104053480785,79.836,49.009141909970694,1358.7371912136919,62194.08333397944,12.104260115184976,173.43230252798665,5.780958710086352,0.2,2,79.836,31.50108634676272,159.672,48719.729362865495,9.027543835095118,80.90611012730677,4.762058576926607
5.0,50,1,63129.87105009771,1383.4537991640427,12.024380156834555,174.53705908016062,5.809124778346634,0.2,17.45643378653914,79.2518,49.00506365072379,1383.4537991640427,62498.570910574,12.024473438669569,174.53628025133088,5.809098243041292,0.2,2,79.2518,31.248214003584597,158.5036,48788.54988607762,8.920640326625996,80.3914436454747,4.774068991802797
5.05,50,1,63435.94703526735,1408.4984038652738,11.945640677912706,175.64419200164934,5.8371217324434985,0.2,17.9041324318158,78.6689,48.999966669489794,1408.4984038652738,62801.58636981537,11.945317094031196,175.64374445018237,5.837175021108305,0.2,2,78.6689,30.99840534646812,157.3378,48855.25668655868,8.814890829432025,79.87749939772493,4.786037612989086
5.1000000000000005,50,1,63740.5562134855,1433.874347042609,11.867786208709544,176.75298095959252,5.864985164028987,0.2,18.36245262728522,78.0873,48.99449704488647,1433.874347042609,63103.14980386844,11.868449586622766,176.75350227530853,5.864870192384251,0.2,2,78.0873,30.747398098933104,156.1746,48919.873001463195,8.7108302331017,79.36073123008882,4.797730554875603
5.15,50,1,64043.719429991856,1459.584996984459,11.790801011517145,177.86344591315793,5.892716960150381,0.2,18.831629579541218,77.5071,48.98954623204409,1459.584996984459,63403.280670768414,11.790036442063348,177.86381370509926,5.892862263154635,0.2,2,77.5071,30.49950737027471,155.0142,48982.437824689354,8.607446546073957,78.84385632428258,4.809467617655732
5.2,50,1,64345.457041966256,1485.633748735769,11.714669749018876,178.9756064173879,5.92031896394939,0.2,19.31190234992238,76.9284,48.98516586727992,1485.633748735769,63702.00218103293,11.715008130237708,178.97526794414284,5.920252134695029,0.2,2,76.9284,30.25165641207638,153.8568,49042.989964149754,8.505170015373373,78.32749058881521,4.8211560682900965
5.25,50,1,64645.78893434317,1512.0240242916157,11.639377470859907,180.0894816371146,5.947792976074771,0.2,19.8035397517212,76.3512,48.98163122819828,1512.024024291616,63999.32963442253,11.638759887293201,180.0892441015348,5.947905332976987,0.2,2,76.3512,30.006834097867557,152.7024,49101.550846464794,8.40514521246979,77.80853294471135,4.83241002963937
5.3,50,1,64944.73453497511,1538.7592727912079,11.564909600778112,181.20509036029043,5.975140756037288,0.2,20.30673741209209,75.7758,48.977023300416434,1538.7592727912079,64295.28591535519,11.564166585452753,181.20502992505482,5.975279547740454,0.2,2,75.7758,29.76079039104101,151.5516,49158.193315624645,8.306515498852765,77.29156811258599,4.843566193651693
5.3500000000000005,50,1,65242.312829177186,1565.8429707122061,11.491251924267484,182.32245101075253,6.002364023509694,0.2,20.821798469885895,75.2021,48.972057711344796,1565.8429707122061,64589.88918215917,11.491553203652407,182.32244403448271,6.002307009175364,0.2,2,75.2021,29.51810400890301,150.4042,49212.92119612199,8.20852654011268,76.77201895603818,4.854688775812459
5.4,50,1,65538.54237368291,1593.2786220655928,11.418390576746978,183.4415816604504,6.029464459574613,0.2,21.349008269660537,74.6301,48.96707919322776,1593.2786220655928,64883.15539875924,11.418760569605405,183.44075140242057,6.029384269848079,0.2,2,74.6301,29.275768883720584,149.2602,49265.754472152366,8.11074585996686,76.25341011043585,4.865992384451348
5.45,50,1,65833.44131004112,1621.0697585908154,11.346312032211172,184.56250004117564,6.0564437079227185,0.2,21.888571019898908,74.0601,48.96329998864801,1621.0697585908154,65175.105971273166,11.346713585830994,184.56264080531957,6.056368515574087,0.2,2,74.0601,29.033201284496315,148.1202,49316.76659237712,8.016518600450517,75.73517950623342,4.876559272625685
5.5,50,1,66127.02737747937,1649.219939951729,11.2750030923384,185.6852235558028,6.083303376003661,0.2,22.4408090669968,73.492,48.95816778559437,1649.2199399517287,65465.75621404136,11.274675776350568,185.68578753710796,6.083373010670902,0.2,2,73.492,28.793303002097755,146.984,49365.95953124018,7.920992891714601,75.2173978536048,4.887693406853983
5.55,50,1,66419.31792526173,1677.7327539328485,11.204450876034851,186.80976928908194,6.110045036132028,0.2,23.005993123606956,72.9259,48.952778547142344,1677.7327539328485,65755.12320010635,11.204223185706907,186.81001229879647,6.110091988715994,0.2,2,72.9259,28.554927629874523,145.8518,49413.370701676664,7.828922477042064,74.69846167696355,4.898048327489403
5.6000000000000005,50,1,66710.32992456254,1706.6118166362974,11.134642809393496,187.9361540179852,6.1366702265503195,0.2,23.58439754396025,72.3619,48.94789641318755,1706.6118166362974,66043.22590374276,11.135057193449887,187.93582716698086,6.136585638544121,0.2,2,72.3619,28.31773138012805,144.7238,49459.03765650812,7.736868387774216,74.17958524544248,4.908595958227108
5.65,50,1,67000.07997988106,1735.860772679166,11.065566616048354,189.06439422163962,6.1631804524510425,0.2,24.176333881325434,71.8,48.94418210800502,1735.860772679166,66330.07818638821,11.06645362523114,189.0634776195044,6.1629958679712615,0.2,2,71.8,28.083131567715427,143.6,49502.979142224845,7.644741494679765,73.66246882553808,4.919417329432311
5.7,50,1,67288.5843400173,1765.483295391827,10.997210307905414,190.19450609087542,6.189577186959952,0.2,24.78208675976697,71.2403,48.93958134594913,1765.483295391827,66615.69696791886,10.997924087193137,190.19503211557435,6.189442256735788,0.2,2,71.2403,27.84850002352419,142.4806,49545.23243436829,7.556112225418288,73.14556741321834,4.929448068310073
