sersic_n,sersic_r_eff,sersic_amplitude,sersic_total_flux_99,sersic_r_99,sersic_r_20,sersic_r_80,sersic_r_50,sersic_r_90,sersic_c2080,sersic_c5090,sersic_petro_0502,corr_eta,corr_epsilon,corr_r_petrosian,corr_r_half_light,corr_r_total_flux,corr_total_flux,corr_r_20,corr_r_80,corr_r_50,corr_r_90,corr_c2080,corr_c5090,uncorr_eta,uncorr_epsilon,uncorr_r_petrosian,uncorr_r_half_light,uncorr_r_total_flux,uncorr_total_flux,uncorr_r_20,uncorr_r_80,uncorr_r_50,uncorr_r_90,uncorr_c2080,uncorr_c5090
0.33,50,1,19754.752873968882,107.52259866244019,29.76764186870884,70.60621495182731,49.68570755888374,81.10771317128234,1.8754924921283889,1.0641533890184964,0.554327487704717,0.2,1.1741646199994122,91.5737,49.68570755888374,107.52259866244017,19557.205345229195,29.76764186870884,70.60621495182731,49.68570755888374,81.10771317128234,1.8754924921283889,1.0641533890184964,0.2,2,91.5737,49.68570755888374,183.1474,19557.205345229195,29.76764186870884,70.60621495182731,49.68570755888374,81.10771317128234,1.8754924921283889,1.0641533890184964
0.34,50,1,19932.2075856326,108.75829925343035,29.67512906776204,70.88814815394669,49.682906787421096,81.6058201792541,1.8909050733917296,1.0775706846517428,0.5699943084624344,0.2,1.181978129948229,92.0138,49.682906787421096,108.75829925343037,19732.885509776275,29.67512906776204,70.88814815394669,49.682906787421096,81.6058201792541,1.8909050733917296,1.0775706846517428,0.2,2,92.0138,49.682906787421096,184.0276,19732.885509776275,29.67512906776204,70.88814815394669,49.682906787421096,81.6058201792541,1.8909050733917296,1.0775706846517428
0.35,50,1,20109.00465781873,109.99624399681554,29.582426081030388,71.16899525075917,49.68011628750057,82.10258592122925,1.9062852329624136,1.0908711611814343,0.585608046428013,0.2,1.189859927035466,92.4447,49.68011628750057,109.99624399681554,19907.91461124054,29.582426081030388,71.16899525075917,49.68011628750057,82.10258592122925,1.9062852329624136,1.0908711611814343,0.2,2,92.4447,49.68011628750057,184.8894,19907.91461124054,29.582426081030388,71.16899525075917,49.68011628750057,82.10258592122925,1.9062852329624136,1.0908711611814343
0.36,50,1,20285.093382814266,111.23649886980154,29.48961823811419,71.44875346948761,49.6773368790856,82.59802803716863,1.9216275295291352,1.1040568651555356,0.6011769440292787,0.2,1.1978069543669163,92.8668,49.6773368790856,111.23649886980154,20082.242448986122,29.48961823811419,71.44875346948761,49.6773368790856,82.59802803716863,1.9216275295291352,1.1040568651555356,0.2,2,92.8668,49.6773368790856,185.7336,20082.242448986122,29.48961823811419,71.44875346948761,49.6773368790856,82.59802803716863,1.9216275295291352,1.1040568651555356
0.37,50,1,20460.431312007386,112.47912997441998,29.396781788818384,71.72742372857957,49.67456924968196,83.09216704710887,1.9369272184254904,1.1171298784854933,0.6166965529693845,0.2,1.2058212842226796,93.2801,49.67456924968196,112.47912997441999,20255.82699888731,29.396781788818384,71.72742372857957,49.67456924968196,83.09216704710887,1.9369272184254904,1.1171298784854933,0.2,2,93.2801,49.67456924968196,186.5602,20255.82699888731,29.396781788818384,71.72742372857957,49.67456924968196,83.09216704710887,1.9369272184254904,1.1171298784854933
0.38,50,1,20634.983115785202,113.72420317785377,29.303984825864326,72.00500999301705,49.67181397256452,83.58502572868531,1.9521801711226605,1.1300923006357975,0.6321684466546691,0.2,1.213899804428177,93.685,49.67181397256452,113.72420317785377,20428.63328462735,29.303984825864326,72.00500999301705,49.67181397256452,83.58502572868531,1.9521801711226605,1.1300923006357975,0.2,2,93.685,49.67181397256452,187.37,20428.63328462735,29.303984825864326,72.00500999301705,49.67181397256452,83.58502572868531,1.9521801711226605,1.1300923006357975
0.39,50,1,20808.719609271877,114.97178383269504,29.21128811509723,72.28151873640132,49.66907152235946,84.07662860493095,1.9673828043369135,1.1429462343874193,0.6475954580448517,0.2,1.222041946868467,94.0817,49.66907152235946,114.97178383269504,20600.63241317916,29.21128811509723,72.28151873640132,49.66907152235946,84.07662860493095,1.9673828043369135,1.1429462343874193,0.2,2,94.0817,49.66907152235946,188.1634,20600.63241317916,29.21128811509723,72.28151873640132,49.66907152235946,84.07662860493095,1.9673828043369135,1.1429462343874193
0.4,50,1,20981.616917872227,116.2219365612764,29.118745841321154,72.55695849113147,49.66634228839647,84.56700152235497,1.9825320175675176,1.1556937744970615,0.6629802300773064,0.2,1.2302471097960461,94.4704,49.66634228839647,116.2219365612764,20771.800748693506,29.118745841321154,72.55695849113147,49.66634228839647,84.56700152235497,1.9825320175675176,1.1556937744970615,0.2,2,94.4704,49.66634228839647,188.9408,20771.800748693506,29.118745841321154,72.55695849113147,49.66634228839647,84.56700152235497,1.9825320175675176,1.1556937744970615
0.41,50,1,21153.65576097332,117.47472509141951,29.026406277619365,72.83133947150561,49.66362658617475,85.05617130316165,1.9976251380249983,1.168336998707731,0.6783189623025504,0.2,1.2385146549538015,94.8513,49.66362658617475,117.47472509141951,20942.119203363585,29.026406277619365,72.83133947150573,49.66362658617475,85.0561713031616,1.9976251380250014,1.16833699870773,0.2,2,94.8513,49.66362658617475,189.7026,20942.119203363585,29.026406277619365,72.83133947150573,49.66362658617475,85.0561713031616,1.9976251380250014,1.16833699870773
0.42,50,1,21324.82083575902,118.73021213347725,28.934312385585496,73.1046732573836,49.660924667230645,85.5441654585235,2.012659872038682,1.1808779606715543,0.6936147293420349,0.2,1.2468452145558888,95.2245,49.660924667230645,118.73021213347724,21111.57262740143,28.934312385585496,73.1046732573836,49.660924667230645,85.5441654585235,2.012659872038682,1.1808779606715543,0.2,2,95.2245,49.660924667230645,190.449,21111.57262740143,28.934312385585496,73.1046732573836,49.660924667230645,85.5441654585235,2.012659872038682,1.1808779606715543
0.43,50,1,21495.100286059936,119.98845929053343,28.84250235337442,73.37697252829341,49.65823672764669,86.03101195227262,2.0276342621462535,1.1933186844300487,0.7088664734979282,0.2,1.255238081838237,95.5902,49.65823672764669,119.98845929053343,21280.14928319934,28.84250235337442,73.37697252829341,49.65823672764669,86.03101195227262,2.0276342621462535,1.1933186844300487,0.2,2,95.5902,49.65823672764669,191.1804,21280.14928319934,28.84250235337442,73.37697252829341,49.65823672764669,86.03101195227262,2.0276342621462535,1.1933186844300487
0.44,50,1,21664.48524360727,121.24952699522831,28.751010077927663,73.64825083967467,49.655562915403486,86.51673900631768,2.0425466491685054,1.205661160163824,0.7240783393595971,0.2,1.263691191180582,95.9487,49.655562915403486,121.24952699522831,21447.840391171198,28.751010077927663,73.64825083967467,49.655562915403486,86.51673900631768,2.0425466491685054,1.205661160163824,0.2,2,95.9487,49.655562915403486,191.8974,21447.840391171198,28.751010077927663,73.64825083967467,49.655562915403486,86.51673900631768,2.0425466491685054,1.205661160163824
0.45,50,1,21832.969431082478,122.51347446792278,28.65986559716896,73.91852243441053,49.65290333674396,87.00137494067629,2.0573956386604193,1.2179073409776897,0.739249751406129,0.2,1.2722050596824175,96.3001,49.65290333674396,122.51347446792278,21614.63973677165,28.65986559716896,73.9185224344105,49.65290333674396,87.00137494067629,2.057395638660419,1.2179073409776897,0.2,2,96.3001,49.65290333674396,192.6002,21614.63973677165,28.65986559716896,73.9185224344105,49.65290333674396,87.00137494067629,2.057395638660419,1.2179073409776897
0.46,50,1,22000.54881803109,123.78035969194283,28.569095477422824,74.18780208399274,49.65025806169158,87.48494804227217,2.0721800712069682,1.2300591405301646,0.7543799928713297,0.2,1.2807801757155641,96.6445,49.65025806169158,123.78035969194283,21780.543329850778,28.569095477422824,74.18780208399274,49.65025806169158,87.48494804227217,2.0721800712069682,1.2300591405301646,0.2,2,96.6445,49.65025806169158,193.289,21780.543329850778,28.569095477422824,74.18780208399274,49.65025806169158,87.48494804227217,2.0721800712069682,1.2300591405301646
0.47,50,1,22167.221322101934,125.05023940244891,28.478723160792217,74.45610495461997,49.64762712884392,87.96748645768079,2.086898996099059,1.242118431351354,0.7694726838726582,0.2,1.2894143399762936,96.9822,49.64762712884392,125.05023940244891,21945.549108880914,28.478723160792217,74.45610495461997,49.64762712884392,87.96748645768079,2.086898996099059,1.242118431351354,0.2,2,96.9822,49.64762712884392,193.9644,21945.549108880914,28.478723160792217,74.45610495461997,49.64762712884392,87.96748645768079,2.086898996099059,1.242118431351354
0.48,50,1,22332.986549232723,126.32316908612673,28.388769276751752,74.72344649432691,49.64501054954258,88.44901810584224,2.101551647983916,1.2540870437214195,0.7845245480348694,0.2,1.2981092912999135,97.3132,49.64501054954258,126.32316908612674,22109.656683740395,28.388769276751752,74.72344649432691,49.64501054954258,88.44901810584224,2.101551647983916,1.2540870437214195,0.2,2,97.3132,49.64501054954258,194.6264,22109.656683740395,28.388769276751752,74.72344649432691,49.64501054954258,88.44901810584224,2.101551647983916,1.2540870437214195
0.49,50,1,22497.845567371827,127.59920298943076,28.299251921769734,74.9898423378849,49.6424083115064,88.92957060743856,2.1161374261352064,1.2659667650046695,0.7995398615709642,0.2,1.3068640800575062,97.6377,49.6424083115064,127.59920298943076,22272.86711169811,28.299251921769734,74.9898423378849,49.6424083115064,88.92957060743856,2.1161374261352064,1.2659667650046695,0.2,2,97.6377,49.6424083115064,195.2754,22272.86711169811,28.299251921769734,74.9898423378849,49.6424083115064,88.92957060743856,2.1161374261352064,1.2659667650046695
0.5,50,1,22661.80070913597,128.87839413352714,28.210186910368325,75.25530822674561,49.63982038200101,89.40917122819616,2.130655876032697,1.2777593393531057,0.8145195523176445,0.2,1.3156777093929732,97.9559,49.63982038200101,128.87839413352714,22435.182702044607,28.210186910368325,75.25530822674561,49.63982038200101,89.40917122819616,2.130655876032697,1.2777593393531057,0.2,2,97.9559,49.63982038200101,195.9118,22435.182702044607,28.210186910368325,75.25530822674561,49.63982038200101,89.40917122819616,2.130655876032697,1.2777593393531057
0.51,50,1,22824.855399484288,130.16079433443846,28.12158800066595,75.51985994174541,49.63724671060817,89.8878468338321,2.145106672980095,1.28946646770847,0.8294621715235238,0.2,1.3245504822473917,98.2679,49.63724671060817,130.16079433443846,22596.606845489445,28.12158800066595,75.51985994174541,49.63724671060817,89.8878468338321,2.145106672980095,1.28946646770847,0.2,2,98.2679,49.63724671060817,196.5358,22596.606845489445,28.12158800066595,75.51985994174541,49.63724671060817,89.8878468338321,2.145106672980095,1.28946646770847
