sersic_n,sersic_r_eff,sersic_amplitude,sersic_total_flux_99,sersic_r_99,sersic_r_20,sersic_r_80,sersic_r_50,sersic_r_90,sersic_c2080,sersic_c5090,sersic_petro_0502,corr_eta,corr_epsilon,corr_r_petrosian,corr_r_half_light,corr_r_total_flux,corr_total_flux,corr_r_20,corr_r_80,corr_r_50,corr_r_90,corr_c2080,corr_c5090,uncorr_eta,uncorr_epsilon,uncorr_r_petrosian,uncorr_r_half_light,uncorr_r_total_flux,uncorr_total_flux,uncorr_r_20,uncorr_r_80,uncorr_r_50,uncorr_r_90,uncorr_c2080,uncorr_c5090
15.5,50,1,110105.48897214806,21876.402547991067,4.377373806385514,460.52322830275153,48.27728857015759,1385.774995224783,10.1101895280473,7.289749250840275,17.775037451233434,0.2,1904.6642823677328,11.4857,48.27791704883116,21876.402547991067,109004.43363277348,4.378223756317596,460.52280806036384,48.27791704883116,1385.775771687163,10.109765954989584,7.289722199270129,0.2,2,11.4857,4.2692444853270075,22.9714,43088.543843829975,0.796122501148654,12.546930851438308,4.2692444853270075,17.095630858002046,5.987788028882339,3.012670527655834
16.0,50,1,111851.58748681702,24245.26602053984,4.215832309981466,477.43367867909103,48.25046292959112,1463.5215828077976,10.270148617026933,7.4094882349025815,18.272975089980985,0.2,2335.092557116425,10.383,48.25201055070676,24245.266020539835,110733.06933881632,4.215803703585341,477.433515779747,48.25201055070676,1463.5204172195663,10.27016261063209,7.40941685718366,0.2,2,10.383,3.8578665966771526,20.766,42459.26621073346,0.7110028651093205,11.359631795627955,3.8578665966771526,15.470937176365075,6.017464519205023,3.0158470835586355
16.5,50,1,113570.8489345084,26828.447571349727,4.062593813104501,494.6908572033045,48.22406414952351,1544.3351547008506,10.427652405400838,7.527388746671929,18.840992952145974,0.2,2859.4135434425502,9.3825,48.2256319014775,26828.447571349727,112435.13841938261,4.060593877134778,494.69231040225065,48.2256319014775,1544.3325838635915,10.428728021151485,7.527314538979882,0.2,2,9.3825,3.4820125929730836,18.765,41824.54062007003,0.6360181681777188,10.27382712687118,3.4820125929730836,13.990299699909814,6.041313660520952,3.0199834029723376
17.0,50,1,115264.4737578977,29642.311513240806,3.9170822508587855,512.3005304472038,48.19807312868312,1628.3069330584922,10.582810572996337,7.643532978754721,19.433786352166486,0.2,3497.535339961394,8.4752,48.20042422588133,29642.311513240806,114111.8281298051,3.9147361326827395,512.2980333359013,48.20042422588133,1628.3083080223066,10.584100971479067,7.643428890749768,0.2,2,8.4752,3.1383697488266655,16.9504,41185.69155663693,0.5687063656410682,9.294627130671309,3.1383697488266655,12.65159163551377,6.066719412972041,3.0272052825890245
17.5,50,1,116933.57550294333,32704.290076612917,3.778773229260051,530.2684695274404,48.172472148580056,1715.5302062945598,10.73572487111013,7.757997175050288,19.903708631687543,0.2,4273.394757168812,7.653,48.17271544726177,32704.290076612917,115764.23733860011,3.781372866718921,530.2707046193299,48.17271544726177,1715.5309925874994,10.734240655595107,7.757987203162216,0.2,2,7.653,2.8317642496609166,15.306,40544.2359208246,0.5092275115551951,8.39784367374187,2.8317642496609166,11.429726607722243,6.086279635651853,3.0298937393052228
18.0,50,1,118579.1893767621,36032.94377150169,3.64718828407982,548.6004563759981,48.147244737323405,1806.1003744868356,10.88648990224669,7.8708522166723895,20.30609969301892,0.2,5215.891575568764,6.9083,48.14511115300865,36032.94377150169,117393.39743064545,3.645091520659158,548.598257294085,48.14511115300865,1806.10237629824,10.887729933234965,7.870950851634837,0.2,2,6.9083,2.555783709887456,13.8166,39901.33398482873,0.4549757891134581,7.589343428892959,2.555783709887456,10.3245833713252,6.111079594100496,3.0317421893452474
18.5,50,1,120202.27975162528,39648.024741670415,3.5218899016382053,567.3022892501415,48.122375550208304,1900.1149946697992,11.035193803969968,7.982164135689807,20.96356886551526,0.2,6359.863451287341,6.2341,48.119838220025244,39648.024741670415,119000.25457041043,3.5244154179620413,567.3022043566784,48.119838220025244,1900.1131609899858,11.033636893264298,7.982276537557203,0.2,2,6.2341,2.3037377865187056,12.4682,39257.98645359364,0.4069925438144452,6.854674391951039,2.3037377865187056,9.327329081284976,6.1320018849708235,3.0366212688635414
19.0,50,1,121803.74676946174,43570.543242394786,3.402477184217309,586.3797875994251,48.09785026461702,1997.6738261461269,11.181918850895114,8.091994567265738,21.364658896935357,0.2,7747.113892426305,5.6241,48.09983532772092,43570.543242394786,120585.7091752154,3.403537524889764,586.37966017769,48.09983532772092,1997.6739355226998,11.181241771459867,8.091905068414507,0.2,2,5.6241,2.074887875750106,11.2482,38615.36739013074,0.360078968978725,6.19173826643407,2.074887875750106,8.417062801938915,6.177074167052094,3.0408296730136017
19.5,50,1,123384.43217522127,47822.837378767734,3.2885820632571456,605.8387963868017,48.073655487191004,2098.8788759260055,11.326741986484983,8.20040114899106,22.020917491063315,0.2,9428.04932157711,5.0724,48.0713877215814,47822.83737876773,122150.58554059257,3.289188107266096,605.8419237331991,48.0713877215814,2098.8759457806027,11.326353057635888,8.200500554198722,0.2,2,5.0724,1.87371775756946,10.1448,37974.27685483233,0.3214869876122796,5.586763167643243,1.87371775756946,7.597141345473248,6.1999843099867515,3.0397301693388874
20.0,50,1,124945.12448635636,52428.64624678201,3.1798659799991706,625.6851899443088,48.0497786715683,2203.834444385326,11.469735294401657,8.307437874759351,21.796140917711174,0.2,11463.321288871351,4.5736,48.04759739444535,52428.64624678201,123695.67211001,3.177089055056193,625.688461314887,48.04759739444535,2203.8310020343733,11.471643787655395,8.307533061777221,0.2,2,4.5736,1.6849750943668798,9.1472,37335.40085822247,0.2928113511400088,5.040446680606005,1.6849750943668798,6.853829197424595,6.179405582036399,3.04669895669948
